country_name,country_code,discipline,event,team_id,athlete_firstname,athlete_lastname,athlete_birthdate,athlete_age,athlete_sex,athlete_height_cm,athlete_weight_kg,athlete_medal
Australia,AUS,Hockey,"Hockey, Women",163,Kaitlin,Nobbs,1997-09-24,24,Female,,,
Australia,AUS,Hockey,"Hockey, Women",163,Jane-Anne,Claxton,1992-10-26,29,Female,169.0,60.0,
Australia,AUS,Hockey,"Hockey, Women",163,Karri,Somerville,1999-04-07,22,Female,,,
Australia,AUS,Hockey,"Hockey, Women",163,Renee,Taylor,1996-09-28,25,Female,,,
Australia,AUS,Hockey,"Hockey, Women",163,Kate Elizabeth,Jenner,1990-05-05,31,Female,158.0,57.0,
Australia,AUS,Hockey,"Hockey, Women",163,Mariah,Williams,1995-05-31,26,Female,168.0,66.0,
Australia,AUS,Hockey,"Hockey, Women",163,Emily,Smith-Chalker,1992-07-28,29,Female,159.0,55.0,
Australia,AUS,Hockey,"Hockey, Women",163,Rachael Anne,Lynch,1986-07-02,35,Female,179.0,68.0,
Australia,AUS,Hockey,"Hockey, Women",163,Grace,Stewart,1997-04-28,24,Female,175.0,68.0,
Australia,AUS,Hockey,"Hockey, Women",163,"Savannah ""Sav""",Fitzpatrick,1995-02-04,26,Female,,,
Australia,AUS,Judo,"Half-Lightweight, Men",164,Nathan,Katz,1995-01-17,26,Male,175.0,66.0,
Australia,AUS,Judo,"Half-Middleweight, Women",165,Katharina,Haecker,1992-07-31,29,Female,172.0,63.0,
Australia,AUS,Judo,"Middleweight, Women",166,Aoife,Coughlan,1995-10-13,26,Female,,,
Australia,AUS,Karate,"Kumite, ≤75 kg, Men",167,Tsuneari,Yahiro,1987-09-12,34,Male,,,
Australia,AUS,Marathon Swimming,"10 kilometres Open Water, Men",168,Kai Graeme,Edwards,1998-09-13,23,Male,184.0,,
Australia,AUS,Marathon Swimming,"10 kilometres Open Water, Women",169,Kareena Jane,Lee,1993-12-16,28,Female,,,bronze
Australia,AUS,Modern Pentathlon,"Individual, Men",170,"Edward ""Ed""",Fernon,1988-02-06,33,Male,182.0,73.0,
Australia,AUS,Modern Pentathlon,"Individual, Women",171,Marina,Carrier,1996-10-19,25,Female,,,
Australia,AUS,Rhythmic Gymnastics,"Individual, Women",172,Lidiia,Iakovleva,2003-08-28,18,Female,158.0,,
Australia,AUS,Rhythmic Gymnastics,"Group, Women",173,Emily,Abbot,1997-02-28,24,Female,160.0,,
Australia,AUS,Rhythmic Gymnastics,"Group, Women",173,Alexandra,Aristoteli,1997-05-24,24,Female,170.0,,
Australia,AUS,Rhythmic Gymnastics,"Group, Women",173,Alannah,Mathews,1999-04-09,22,Female,169.0,,
Australia,AUS,Rhythmic Gymnastics,"Group, Women",173,Himeka,Onoda,1998-03-05,23,Female,160.0,,
Australia,AUS,Rhythmic Gymnastics,"Group, Women",173,Felicity,White,2000-09-25,21,Female,167.0,,
Australia,AUS,Rowing,"Quadruple Sculls, Men",174,Jack,Cleary,1995-08-08,26,Male,187.0,90.0,bronze
Australia,AUS,Rowing,"Quadruple Sculls, Men",174,Caleb,Antill,1995-08-08,26,Male,188.0,92.0,bronze
Australia,AUS,Rowing,"Quadruple Sculls, Men",174,"Cameron ""Cam""",Girdlestone,1988-04-29,33,Male,190.0,92.0,bronze
Australia,AUS,Rowing,"Quadruple Sculls, Men",174,Luke,Letcher,1994-06-11,27,Male,205.0,,bronze
Australia,AUS,Rowing,"Coxless Pairs, Men",175,Sam,Hardy,1995-07-21,26,Male,198.0,92.0,
Australia,AUS,Rowing,"Coxless Pairs, Men",175,Joshua,Hicks,1991-04-29,30,Male,191.0,,
Australia,AUS,Rowing,"Coxless Fours, Men",176,Alexander,Purnell,1995-01-30,26,Male,195.0,,gold
Australia,AUS,Rowing,"Coxless Fours, Men",176,Spencer Alf,Turrin,1991-08-29,30,Male,190.0,92.0,gold
Australia,AUS,Rowing,"Coxless Fours, Men",176,Jack,Hargreaves,1993-07-24,28,Male,196.0,,gold
Australia,AUS,Rowing,"Coxless Fours, Men",176,"Alexander ""Alex""",Hill,1993-03-11,28,Male,194.0,92.0,gold
Australia,AUS,Rowing,"Eights, Men",177,Nicholas,Lavery,1998-07-01,23,Male,190.0,,
Australia,AUS,Rowing,"Eights, Men",177,"Joseph ""Jack""",O'Brien,1998-03-01,23,Male,194.0,,
Australia,AUS,Rowing,"Eights, Men",177,"Joshua ""Josh""",Booth,1990-10-09,31,Male,190.0,93.0,
Australia,AUS,Rowing,"Eights, Men",177,Simon,Keenan,1992-10-08,29,Male,201.0,,
Australia,AUS,Rowing,"Eights, Men",177,Nicholas,Purnell,1990-06-04,31,Male,198.0,100.0,
Australia,AUS,Rowing,"Eights, Men",177,"Timothy ""Tim""",Masters,1992-01-02,29,Male,195.0,,
Australia,AUS,Rowing,"Eights, Men",177,Angus,Dawson,2000-10-30,21,Male,193.0,99.0,
Australia,AUS,Rowing,"Eights, Men",177,Angus,Widdicombe,1994-08-31,27,Male,194.0,,
Australia,AUS,Rowing,"Eights, Men",177,Stuart,Sim,1993-02-17,28,Male,174.0,,
Australia,AUS,Rowing,"Double Sculls, Women",178,Amanda,Bateman,1996-07-03,25,Female,185.0,82.0,
Australia,AUS,Rowing,"Double Sculls, Women",178,Tara,Rigney,1999-03-30,22,Female,,,
Australia,AUS,Rowing,"Quadruple Sculls, Women",179,Ria,Thompson,1997-11-03,24,Female,172.0,,bronze
Australia,AUS,Rowing,"Quadruple Sculls, Women",179,Rowena Alice H.,Meredith,1995-04-27,26,Female,181.0,,bronze
Australia,AUS,Rowing,"Quadruple Sculls, Women",179,Harriet,Hudson,1998-01-23,23,Female,185.0,,bronze
Australia,AUS,Rowing,"Quadruple Sculls, Women",179,Caitlin,Cronin,1995-03-22,26,Female,177.0,69.0,bronze
Australia,AUS,Rowing,"Coxless Pairs, Women",180,Jessica,Morrison,1992-05-18,29,Female,180.0,72.0,
Australia,AUS,Rowing,"Coxless Pairs, Women",180,Annabelle,McIntyre,1996-09-12,25,Female,179.0,,
Australia,AUS,Rowing,"Coxless Fours, Women",181,Lucy,Stephan,1991-12-10,30,Female,174.0,66.0,gold
Australia,AUS,Rowing,"Coxless Fours, Women",181,Rosemary,Popa,1991-12-30,30,Female,181.0,,gold
Australia,AUS,Rowing,"Coxless Fours, Women",181,Jessica,Morrison,1992-05-18,29,Female,180.0,72.0,gold
Australia,AUS,Rowing,"Coxless Fours, Women",181,Annabelle,McIntyre,1996-09-12,25,Female,179.0,,gold
Australia,AUS,Rowing,"Eights, Women",182,Genevieve,Horton,1995-01-06,26,Female,179.0,72.0,
Australia,AUS,Rowing,"Eights, Women",182,Olympia,Aldersey,1992-07-26,29,Female,183.0,75.0,
Australia,AUS,Rowing,"Eights, Women",182,Bronwyn Rhiannon E.,Cox,1997-04-19,24,Female,177.0,80.0,
Australia,AUS,Rowing,"Eights, Women",182,Giorgia,Patten,1998-12-12,23,Female,182.0,,
Australia,AUS,Rowing,"Eights, Women",182,Sarah,Hawe,1987-07-23,34,Female,188.0,,
Australia,AUS,Rowing,"Eights, Women",182,Georgina,Rowe,1992-11-13,29,Female,185.0,,
Australia,AUS,Rowing,"Eights, Women",182,Katrina,Werry,1993-10-10,28,Female,173.0,,
Australia,AUS,Rowing,"Eights, Women",182,Molly,Goodman,1993-02-19,28,Female,185.0,,
Australia,AUS,Rowing,"Eights, Women",182,James,Rook,1997-11-18,24,Male,169.0,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Henry,Hutchison,1997-02-12,24,Male,176.0,85.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Samu,Kerevi,1993-09-27,28,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Nathan,Lawson,1999-01-23,22,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Dietrich Peter,Roache,2001-07-06,20,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,"Lachlan ""Lachie""",Miller,1994-08-14,27,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Joe,Pincus,1996-07-24,25,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,"Joshua Sharman ""Josh""",Turner,1995-09-23,26,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Dylan,Pietsch,1998-04-23,23,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,"Joshua ""Josh""",Coward,1997-06-08,24,Male,172.0,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Nick,Malouf,1993-03-19,28,Male,186.0,95.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Maurice,Longbottom,1995-01-30,26,Male,,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Lachlan,Anderson,1997-08-27,24,Male,187.0,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Men",183,Lewis,Holland,1993-01-14,28,Male,183.0,87.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Shannon Michelle,Parry,1989-10-27,32,Female,170.0,70.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Sharni Maree,Williams,1988-03-02,33,Female,167.0,79.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Faith,Nathan,2000-07-27,21,Female,164.0,65.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,"Dominique ""Dom""",Du Toit,1997-05-19,24,Female,167.0,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Emma Kate,Tonegato,1995-03-20,26,Female,165.0,63.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Evania Faaea,Pelite,1995-07-12,26,Female,169.0,67.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Charlotte,Caslick,1995-03-09,26,Female,172.0,65.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Madison,Ashby (Higgins-),2001-01-22,20,Female,165.0,,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Tia,Hinds,2002-05-11,19,Female,168.0,66.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Sariah,Paki,2001-10-12,20,Female,172.0,73.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Demi,Hayes,1998-05-25,23,Female,172.0,70.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Maddison,Levi,2002-04-27,19,Female,186.0,72.0,
Australia,AUS,Rugby Sevens,"Rugby Sevens, Women",184,Alysia,Lefau-Fakaosilea,2000-11-05,21,Female,170.0,74.0,
Australia,AUS,Sailing,"One Person Dinghy, Men",185,Matthew,Wearn,1995-09-30,26,Male,,,gold
Australia,AUS,Sailing,"Two Person Dinghy, Men",186,Mathew,Belcher,1982-09-20,39,Male,173.0,62.0,gold
Australia,AUS,Sailing,"Two Person Dinghy, Men",186,"William ""Will""",Ryan,1988-12-23,33,Male,193.0,75.0,gold
Australia,AUS,Sailing,"Skiff, Men",187,William,Phillips,1987-10-09,34,Male,,,
Australia,AUS,Sailing,"Skiff, Men",187,Sam,Phillips,1991-09-06,30,Male,,,
Australia,AUS,Sailing,"One Person Heavyweight Dinghy, Men",188,Jake,Lilley,1993-07-20,28,Male,204.0,98.0,
Australia,AUS,Sailing,"One Person Dinghy, Women",189,Mara,Stransky,1999-02-13,22,Female,,,
Australia,AUS,Sailing,"Two Person Dinghy, Women",190,Nia Jannet,Jerwood,1998-01-17,23,Female,,,
Australia,AUS,Sailing,"Two Person Dinghy, Women",190,Monique,De Vries,1995-05-03,26,Female,,,
Australia,AUS,Sailing,"Skiff, Women",191,Tess,Lloyd,1995-06-19,26,Female,,,
Australia,AUS,Sailing,"Skiff, Women",191,Jaime,Ryan,1994-05-08,27,Female,175.0,68.0,
Australia,AUS,Sailing,"Multihull, Mixed",192,Jason,Waterhouse,1991-11-08,30,Male,185.0,75.0,
Australia,AUS,Sailing,"Multihull, Mixed",192,Lisa,Darmanin,1991-08-27,30,Female,168.0,65.0,
Australia,AUS,Shooting,"Air Pistol, 10 metres, Men",193,"Daniel ""Dan""",Repacholi,1982-05-15,39,Male,202.0,128.0,
Australia,AUS,Shooting,"Rapid-Fire Pistol, 25 metres, Men",194,Sergei,Evglevski,1997-10-15,24,Male,185.0,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Men",195,Alex Chresten,Hoberg,2001-11-27,20,Male,178.0,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Men",196,Dane Kevin,Sampson,1986-08-20,35,Male,183.0,89.0,
Australia,AUS,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",197,Dane Kevin,Sampson,1986-08-20,35,Male,183.0,89.0,
Australia,AUS,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",198,Jack Thomas Venning,Rossiter,1997-06-13,24,Male,171.0,70.0,
Australia,AUS,Shooting,"Trap, Men",199,James,Willett,1995-12-23,26,Male,186.0,88.0,
Australia,AUS,Shooting,"Trap, Men",200,Thomas Derek,Grice,1992-09-29,29,Male,178.0,,
Australia,AUS,Shooting,"Skeet, Men",201,Paul,Adams,1992-06-04,29,Male,185.0,98.0,
Australia,AUS,Shooting,"Air Pistol, 10 metres, Women",202,Elena,Galiabovitch,1989-11-13,32,Female,177.0,,
Australia,AUS,Shooting,"Air Pistol, 10 metres, Women",203,Dina,Aspandiyarova,1976-07-10,45,Female,158.0,65.0,
Australia,AUS,Shooting,"Sporting Pistol, 25 metres, Women",204,Elena,Galiabovitch,1989-11-13,32,Female,177.0,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Women",205,Elise,Collier,1998-07-10,23,Female,155.0,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Women",206,Katarina Rose,Kowplos,2001-10-05,20,Female,,,
Australia,AUS,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",207,Katarina Rose,Kowplos,2001-10-05,20,Female,,,
Australia,AUS,Shooting,"Trap, Women",208,Laetisha,Scanlan,1990-04-13,31,Female,163.0,51.0,
Australia,AUS,Shooting,"Trap, Women",209,Penny,Smith,1995-04-21,26,Female,175.0,,
Australia,AUS,Shooting,"Skeet, Women",210,Laura,Coles,1987-04-22,34,Female,157.0,,
Australia,AUS,Shooting,"Air Pistol, 10 metres, Team, Mixed",211,Dina,Aspandiyarova,1976-07-10,45,Female,158.0,65.0,
Australia,AUS,Shooting,"Air Pistol, 10 metres, Team, Mixed",211,"Daniel ""Dan""",Repacholi,1982-05-15,39,Male,202.0,128.0,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Team, Mixed",212,Elise,Collier,1998-07-10,23,Female,155.0,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Team, Mixed",212,Alex Chresten,Hoberg,2001-11-27,20,Male,178.0,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Team, Mixed",213,Katarina Rose,Kowplos,2001-10-05,20,Female,,,
Australia,AUS,Shooting,"Air Rifle, 10 metres, Team, Mixed",213,Dane Kevin,Sampson,1986-08-20,35,Male,183.0,89.0,
Australia,AUS,Shooting,"Trap, Team, Mixed",214,Penny,Smith,1995-04-21,26,Female,175.0,,
Australia,AUS,Shooting,"Trap, Team, Mixed",214,Thomas Derek,Grice,1992-09-29,29,Male,178.0,,
Australia,AUS,Shooting,"Trap, Team, Mixed",215,Laetisha,Scanlan,1990-04-13,31,Female,163.0,51.0,
Australia,AUS,Shooting,"Trap, Team, Mixed",215,James,Willett,1995-12-23,26,Male,186.0,88.0,
Australia,AUS,Skateboarding,"Street, Men",216,Shane,O'Neill,1990-01-03,31,Male,,,
Australia,AUS,Skateboarding,"Park, Men",217,Keegan,Palmer,2003-03-13,18,Male,,,gold
Australia,AUS,Skateboarding,"Park, Men",218,Kieran,Woolley,2003-11-20,18,Male,,,
Australia,AUS,Skateboarding,"Street, Women",219,Hayley,Wilson,2001-10-29,20,Female,,,
Australia,AUS,Skateboarding,"Park, Women",220,Poppy Starr,Olsen,2000-06-01,21,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Jade,Wall,1989-04-20,32,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Clare,Warwick,1987-05-18,34,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Stacey,McManus,1989-04-12,32,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Ellen,Roberts,1992-04-08,29,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Tarni,Stepto,1999-10-06,22,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Stacey,Porter,1982-03-29,39,Female,179.0,85.0,
Australia,AUS,Softball,"Softball, Women",221,Leigh Melissa,Godfrey,1989-04-26,32,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Belinda Mary,White,1988-07-18,33,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Chelsea Kate,Forkin,1989-07-14,32,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Rachel,Lack,1994-08-15,27,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Kaia,Parnaby,1990-07-14,31,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Leah,Parry,1980-07-01,41,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Michelle Johanna,Cox,1991-04-15,30,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Gabrielle,Plain,1998-08-26,23,Female,,,
Australia,AUS,Softball,"Softball, Women",221,Taylah,Tsitsikronis,1994-07-03,27,Female,,,
Australia,AUS,Sport Climbing,"Combined, Men",222,Tom,O'Halloran,1992-07-22,29,Male,,,
Australia,AUS,Sport Climbing,"Combined, Women",223,Oceania,Mackenzie,2002-07-11,19,Female,,,
Australia,AUS,Surfing,"Shortboard, Men",224,Owen,Wright,1990-01-16,31,Male,,,bronze
Australia,AUS,Surfing,"Shortboard, Men",225,Julian,Wilson,1988-11-08,33,Male,,,
Australia,AUS,Surfing,"Shortboard, Women",226,Sally Anne,Fitzgibbons,1990-12-19,31,Female,,,
Australia,AUS,Surfing,"Shortboard, Women",227,Stephanie Louise,Gilmore,1988-01-29,33,Female,,,
Australia,AUS,Swimming,"50 metres Freestyle, Men",228,Cameron James,McEvoy,1994-05-13,27,Male,185.0,70.0,
Australia,AUS,Swimming,"100 metres Freestyle, Men",229,Kyle,Chalmers,1998-06-25,23,Male,193.0,90.0,silver
Australia,AUS,Swimming,"100 metres Freestyle, Men",230,Cameron James,McEvoy,1994-05-13,27,Male,185.0,70.0,
Australia,AUS,Swimming,"200 metres Freestyle, Men",231,Thomas,Neill,2002-06-09,19,Male,,,
Australia,AUS,Swimming,"200 metres Freestyle, Men",232,Elijah Jack,Winnington,2000-05-05,21,Male,,,
Australia,AUS,Swimming,"400 metres Freestyle, Men",233,Jack Alan,McLoughlin,1995-02-01,26,Male,183.0,75.0,silver
Australia,AUS,Swimming,"400 metres Freestyle, Men",234,Elijah Jack,Winnington,2000-05-05,21,Male,,,
Australia,AUS,Swimming,"800 metres Freestyle, Men",235,Jack Alan,McLoughlin,1995-02-01,26,Male,183.0,75.0,
Australia,AUS,Swimming,"1,500 metres Freestyle, Men",236,Jack Alan,McLoughlin,1995-02-01,26,Male,183.0,75.0,
Australia,AUS,Swimming,"1,500 metres Freestyle, Men",237,Thomas,Neill,2002-06-09,19,Male,,,
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Men",238,Matthew,Temple,1999-06-20,22,Male,,,bronze
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Men",238,Zac Charles,Incerti,1996-07-13,25,Male,,,bronze
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Men",238,"Alexander ""Alex""",Graham,1995-04-28,26,Male,,,bronze
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Men",238,Kyle,Chalmers,1998-06-25,23,Male,193.0,90.0,bronze
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Men",238,Cameron James,McEvoy,1994-05-13,27,Male,185.0,70.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Men",239,"Alexander ""Alex""",Graham,1995-04-28,26,Male,,,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Men",239,Kyle,Chalmers,1998-06-25,23,Male,193.0,90.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Men",239,Zac Charles,Incerti,1996-07-13,25,Male,,,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Men",239,Thomas,Neill,2002-06-09,19,Male,,,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Men",239,"Mackenzie James ""Mack""",Horton,1996-04-25,25,Male,190.0,88.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Men",239,Elijah Jack,Winnington,2000-05-05,21,Male,,,bronze
Australia,AUS,Swimming,"100 metres Backstroke, Men",240,"Mitchell James ""Mitch""",Larkin,1993-07-09,28,Male,187.0,72.0,
Australia,AUS,Swimming,"100 metres Backstroke, Men",241,Isaac Alan,Cooper,2004-01-07,17,Male,,,
Australia,AUS,Swimming,"200 metres Backstroke, Men",242,Tristan Jason,Hollard,1996-11-23,25,Male,,,
Australia,AUS,Swimming,"100 metres Breaststroke, Men",243,"Matthew ""Matt""",Wilson,1998-12-08,23,Male,,,
Australia,AUS,Swimming,"100 metres Breaststroke, Men",244,"Izaac Keith ""Zac""",Stubblety-Cook,1999-01-04,22,Male,,,
Australia,AUS,Swimming,"200 metres Breaststroke, Men",245,"Izaac Keith ""Zac""",Stubblety-Cook,1999-01-04,22,Male,,,gold
Australia,AUS,Swimming,"200 metres Breaststroke, Men",246,"Matthew ""Matt""",Wilson,1998-12-08,23,Male,,,
Australia,AUS,Swimming,"100 metres Butterfly, Men",247,Matthew,Temple,1999-06-20,22,Male,,,
Australia,AUS,Swimming,"100 metres Butterfly, Men",248,David,Morgan,1994-01-01,27,Male,184.0,82.0,
Australia,AUS,Swimming,"200 metres Butterfly, Men",249,Matthew,Temple,1999-06-20,22,Male,,,
Australia,AUS,Swimming,"200 metres Butterfly, Men",250,David,Morgan,1994-01-01,27,Male,184.0,82.0,
Australia,AUS,Swimming,"200 metres Individual Medley, Men",251,"Mitchell James ""Mitch""",Larkin,1993-07-09,28,Male,187.0,72.0,
Australia,AUS,Swimming,"200 metres Individual Medley, Men",252,Brendon Peter,Smith,2000-07-04,21,Male,,,
Australia,AUS,Swimming,"400 metres Individual Medley, Men",253,Brendon Peter,Smith,2000-07-04,21,Male,,,bronze
Australia,AUS,Swimming,"400 metres Individual Medley, Men",254,Se-Bom,Lee,2001-06-12,20,Male,,,
Australia,AUS,Swimming,"4 × 100 metres Medley Relay, Men",255,"Mitchell James ""Mitch""",Larkin,1993-07-09,28,Male,187.0,72.0,
Australia,AUS,Swimming,"4 × 100 metres Medley Relay, Men",255,"Izaac Keith ""Zac""",Stubblety-Cook,1999-01-04,22,Male,,,
Australia,AUS,Swimming,"4 × 100 metres Medley Relay, Men",255,Matthew,Temple,1999-06-20,22,Male,,,
Australia,AUS,Swimming,"4 × 100 metres Medley Relay, Men",255,Kyle,Chalmers,1998-06-25,23,Male,193.0,90.0,
Australia,AUS,Swimming,"4 × 100 metres Medley Relay, Men",255,David,Morgan,1994-01-01,27,Male,184.0,82.0,
Australia,AUS,Swimming,"50 metres Freestyle, Women",256,Emma Jennifer,McKeon,1994-05-24,27,Female,180.0,60.0,gold
Australia,AUS,Swimming,"50 metres Freestyle, Women",257,Cate Natalie,Campbell,1992-05-20,29,Female,186.0,67.0,
Australia,AUS,Swimming,"100 metres Freestyle, Women",258,Emma Jennifer,McKeon,1994-05-24,27,Female,180.0,60.0,gold
Australia,AUS,Swimming,"100 metres Freestyle, Women",259,Cate Natalie,Campbell,1992-05-20,29,Female,186.0,67.0,bronze
Australia,AUS,Swimming,"200 metres Freestyle, Women",260,Ariarne Elizabeth,Titmus,2000-09-07,21,Female,,,gold
Australia,AUS,Swimming,"200 metres Freestyle, Women",261,"Madison Maree ""Madi""",Wilson,1994-05-31,27,Female,179.0,61.0,
Australia,AUS,Swimming,"400 metres Freestyle, Women",262,Ariarne Elizabeth,Titmus,2000-09-07,21,Female,,,gold
Australia,AUS,Swimming,"400 metres Freestyle, Women",263,Tamsin,Cook,1998-12-25,23,Female,170.0,61.0,
Australia,AUS,Swimming,"800 metres Freestyle, Women",264,Ariarne Elizabeth,Titmus,2000-09-07,21,Female,,,silver
Australia,AUS,Swimming,"800 metres Freestyle, Women",265,Kiah Shenea,Melverton,1996-11-05,25,Female,,,
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",266,Bronte,Campbell,1994-05-14,27,Female,179.0,58.0,gold
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",266,Meg,Harris,2002-03-07,19,Female,,,gold
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",266,Emma Jennifer,McKeon,1994-05-24,27,Female,180.0,60.0,gold
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",266,Cate Natalie,Campbell,1992-05-20,29,Female,186.0,67.0,gold
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",266,Mollie Grace,O'Callaghan,2004-04-02,17,Female,,,gold
Australia,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",266,"Madison Maree ""Madi""",Wilson,1994-05-31,27,Female,179.0,61.0,gold
Australia,AUS,Swimming,"1,500 metres Freestyle, Women",267,Kiah Shenea,Melverton,1996-11-05,25,Female,,,
Australia,AUS,Swimming,"1,500 metres Freestyle, Women",268,"Madeleine ""Maddy""",Gough,1999-06-08,22,Female,,,
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Ariarne Elizabeth,Titmus,2000-09-07,21,Female,,,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Emma Jennifer,McKeon,1994-05-24,27,Female,180.0,60.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,"Madison Maree ""Madi""",Wilson,1994-05-31,27,Female,179.0,61.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Leah,Neale,1995-08-01,26,Female,173.0,66.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Mollie Grace,O'Callaghan,2004-04-02,17,Female,,,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Meg,Harris,2002-03-07,19,Female,,,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Brianna,Throssell,1996-02-10,25,Female,175.0,61.0,bronze
Australia,AUS,Swimming,"4 × 200 metres Freestyle Relay, Women",269,Tamsin,Cook,1998-12-25,23,Female,170.0,61.0,bronze
Australia,AUS,Swimming,"100 metres Backstroke, Women",270,Kaylee Rochelle,McKeown,2001-07-12,20,Female,176.0,60.0,gold
Australia,AUS,Swimming,"100 metres Backstroke, Women",271,Emily Jane,Seebohm,1992-06-05,29,Female,180.0,70.0,
Australia,AUS,Swimming,"200 metres Backstroke, Women",272,Kaylee Rochelle,McKeown,2001-07-12,20,Female,176.0,60.0,gold
Australia,AUS,Swimming,"200 metres Backstroke, Women",273,Emily Jane,Seebohm,1992-06-05,29,Female,180.0,70.0,bronze
Australia,AUS,Swimming,"100 metres Breaststroke, Women",274,Chelsea Mae,Hodges,2001-06-27,20,Female,170.0,64.0,
Australia,AUS,Swimming,"100 metres Breaststroke, Women",275,Jessica Leigh,Hansen,1995-06-30,26,Female,171.0,62.0,
Australia,AUS,Swimming,"200 metres Breaststroke, Women",276,Jenna,Strauch,1997-03-24,24,Female,,,
